accuracy,loss,val_accuracy,val_loss,learning_rate
0.03464591130614281,4.545379638671875,0.046454768627882004,4.360079765319824,0.0010000000474974513
0.05494505539536476,4.2173638343811035,0.07090464234352112,3.937478542327881,0.0010000000474974513
0.07203907519578934,3.987614393234253,0.08801955729722977,3.7856056690216064,0.0010000000474974513
0.08775946497917175,3.8179521560668945,0.12836185097694397,3.621431827545166,0.0010000000474974513
0.10302197933197021,3.703226327896118,0.15281173586845398,3.425891637802124,0.0010000000474974513
0.11553724110126495,3.6182775497436523,0.1369193196296692,3.4091875553131104,0.0010000000474974513
0.12057387083768845,3.5489494800567627,0.16503667831420898,3.2860984802246094,0.0010000000474974513
0.1340048909187317,3.4810163974761963,0.16381418704986572,3.2406930923461914,0.0010000000474974513
0.14499390125274658,3.3991029262542725,0.177261620759964,3.208345651626587,0.0010000000474974513
0.16224053502082825,3.329491376876831,0.18215158581733704,3.1648764610290527,0.0010000000474974513
0.16483516991138458,3.2943058013916016,0.20048899948596954,3.0967071056365967,0.0010000000474974513
0.17536629736423492,3.2262895107269287,0.20048899948596954,3.0546185970306396,0.0010000000474974513
0.1855921894311905,3.1750614643096924,0.22127139568328857,2.988076686859131,0.0010000000474974513
0.1935286968946457,3.1121249198913574,0.2420537918806076,2.9092984199523926,0.0010000000474974513
0.20894382894039154,3.0651934146881104,0.2616136968135834,2.841200590133667,0.0010000000474974513
0.21092796325683594,3.0364773273468018,0.2665036618709564,2.802494764328003,0.0010000000474974513
0.22664834558963776,2.9706504344940186,0.2640586793422699,2.731724977493286,0.0010000000474974513
0.23641635477542877,2.928616762161255,0.28973105549812317,2.6873271465301514,0.0010000000474974513
0.23977410793304443,2.8900210857391357,0.2787286043167114,2.6983978748321533,0.0010000000474974513
0.2646520137786865,2.8034658432006836,0.32762837409973145,2.602570056915283,0.0010000000474974513
0.2721306383609772,2.765901565551758,0.33985328674316406,2.5246448516845703,0.0010000000474974513
0.2759462893009186,2.7376739978790283,0.3386307954788208,2.435549736022949,0.0010000000474974513
0.2988400459289551,2.670881986618042,0.34596577286720276,2.4752957820892334,0.0010000000474974513
0.29502442479133606,2.670755386352539,0.3667481541633606,2.3972771167755127,0.0010000000474974513
0.3047924339771271,2.6063969135284424,0.3826406002044678,2.3727781772613525,0.0010000000474974513
0.3064713180065155,2.5917651653289795,0.40464547276496887,2.317178726196289,0.0010000000474974513
0.3165445625782013,2.5567080974578857,0.3875305652618408,2.324143648147583,0.0010000000474974513
0.32967033982276917,2.5083112716674805,0.3973105251789093,2.2841649055480957,0.0010000000474974513
0.33287546038627625,2.512267827987671,0.4168704152107239,2.2553329467773438,0.0010000000474974513
0.34890109300613403,2.4342360496520996,0.42053788900375366,2.2288477420806885,0.0010000000474974513
0.35057997703552246,2.412290573120117,0.4193153977394104,2.18654727935791,0.0010000000474974513
0.3594322204589844,2.3733127117156982,0.4400978088378906,2.124027729034424,0.0010000000474974513
0.36935287714004517,2.360480308532715,0.44498777389526367,2.1256370544433594,0.0010000000474974513
0.3687423765659332,2.343040943145752,0.4559902250766754,2.1381893157958984,0.0010000000474974513
0.37133699655532837,2.3379569053649902,0.4498777389526367,2.1924431324005127,0.0010000000474974513
0.3878205120563507,2.2727832794189453,0.47432762384414673,2.0337073802948,0.0010000000474974513
0.37866300344467163,2.308499813079834,0.47310513257980347,2.0355753898620605,0.0010000000474974513
0.39224663376808167,2.2425594329833984,0.4596576988697052,2.027939558029175,0.0010000000474974513
0.40247252583503723,2.2311513423919678,0.48899754881858826,1.9260780811309814,0.0010000000474974513
0.4026251435279846,2.206981897354126,0.48655256628990173,1.9870280027389526,0.0010000000474974513
0.4007936418056488,2.1933846473693848,0.4938875436782837,1.9811135530471802,0.0010000000474974513
0.41025641560554504,2.1729416847229004,0.5073349475860596,1.93307626247406,0.0010000000474974513
0.4155983030796051,2.1675209999084473,0.487775057554245,1.9154249429702759,0.0010000000474974513
0.4215506613254547,2.111302375793457,0.5012224912643433,1.9675358533859253,0.0010000000474974513
0.4354395568370819,2.0860517024993896,0.519559919834137,1.8960832357406616,0.0010000000474974513
0.43101343512535095,2.089326858520508,0.5146699547767639,1.912634015083313,0.0010000000474974513
0.4412393271923065,2.0606167316436768,0.5403422713279724,1.8254629373550415,0.0010000000474974513
0.44597068428993225,2.0366756916046143,0.504889965057373,1.920717716217041,0.0010000000474974513
0.4456654489040375,2.038167715072632,0.5550122261047363,1.8071117401123047,0.0010000000474974513
0.4526861906051636,2.023972988128662,0.5305623412132263,1.8173723220825195,0.0010000000474974513
0.4494810700416565,2.0024795532226562,0.5293398499488831,1.8127009868621826,0.0010000000474974513
0.4601648449897766,1.979025959968567,0.5317848324775696,1.7937216758728027,0.0010000000474974513
0.4691697061061859,1.9484999179840088,0.5513447523117065,1.7564046382904053,0.0010000000474974513
0.47756409645080566,1.9314446449279785,0.5501222610473633,1.7208791971206665,0.0010000000474974513
0.4764957129955292,1.9387462139129639,0.5635696649551392,1.694644808769226,0.0010000000474974513
0.48351648449897766,1.8968409299850464,0.5647921562194824,1.6978468894958496,0.0010000000474974513
0.4913003742694855,1.8709783554077148,0.5476772785186768,1.790552020072937,0.0010000000474974513
0.4899267256259918,1.8730484247207642,0.5574572086334229,1.6980713605880737,0.0010000000474974513
0.488095223903656,1.887297511100769,0.5745721459388733,1.6327935457229614,0.0010000000474974513
0.5025946497917175,1.836667537689209,0.5990220308303833,1.60945463180542,0.0010000000474974513
0.5030525326728821,1.8240991830825806,0.5770171284675598,1.6424535512924194,0.0010000000474974513
0.502289354801178,1.8054476976394653,0.5953544974327087,1.6317079067230225,0.0010000000474974513
0.5062576532363892,1.811719298362732,0.5880195498466492,1.6341835260391235,0.0010000000474974513
0.5125152468681335,1.807363510131836,0.5843520760536194,1.6168999671936035,0.0010000000474974513
0.5155677795410156,1.7850639820098877,0.5806846022605896,1.6169008016586304,0.0010000000474974513
0.5230463743209839,1.7536925077438354,0.5855745673179626,1.577271580696106,0.0010000000474974513
0.5241147875785828,1.7323887348175049,0.5819070935249329,1.6004732847213745,0.0010000000474974513
0.5189255475997925,1.760662317276001,0.591687023639679,1.5727367401123047,0.0010000000474974513
0.5277777910232544,1.7382657527923584,0.6075794696807861,1.5399290323257446,0.0010000000474974513
0.5317460298538208,1.69429349899292,0.6283618807792664,1.540795087814331,0.0010000000474974513
0.5299145579338074,1.707900047302246,0.6185818910598755,1.5407750606536865,0.0010000000474974513
0.5470085740089417,1.6666122674942017,0.6100244522094727,1.5023531913757324,0.0010000000474974513
0.5326617956161499,1.690915584564209,0.6173593997955322,1.513767123222351,0.0010000000474974513
0.5520451664924622,1.6616520881652832,0.6430317759513855,1.4723948240280151,0.0010000000474974513
0.5489926934242249,1.6536922454833984,0.6234718561172485,1.4516055583953857,0.0010000000474974513
0.5508241653442383,1.6605452299118042,0.6112469434738159,1.48263680934906,0.0010000000474974513
0.5583028197288513,1.620241641998291,0.6112469434738159,1.5280886888504028,0.0010000000474974513
0.5602869391441345,1.6416558027267456,0.6271393895149231,1.4867666959762573,0.0010000000474974513
0.5482295751571655,1.634048581123352,0.6418092846870422,1.4476938247680664,0.0010000000474974513
0.5650182962417603,1.5994588136672974,0.6442542672157288,1.4452526569366455,0.0010000000474974513
0.5613552927970886,1.5844674110412598,0.6344743371009827,1.51133394241333,0.0010000000474974513
0.5761599540710449,1.5640851259231567,0.6369193196296692,1.442986249923706,0.0010000000474974513
0.5648657083511353,1.571317434310913,0.6491442322731018,1.4020498991012573,0.0010000000474974513
